trip_id,customer_name,customer_phone,customer_area,driver_name,driver_phone,vehicle_plate,vehicle_make,vehicle_model,pickup_area,dropoff_area,trip_date,pickup_time,distance_km,payment_method,status,fare_amount,customer_rating
309,Samuel Cheruiyot,0744-365-845,Parkllands,DAVID KIPROTICH,0749589840, KDE169J ,Mazda,Demio,WESTLANDS,Kilimani,2025-02-07,08:01,4,M-Pesa,Completed,280,0
310,Samuel Mwangi,0765635406,Buruburu,  Moses Omondi  ,,kdd693i,TOYOTA,premio,Buruburu,Soutth C,09/03/25,06:27,10.9,M-Pesa,Completed,KES 591,5
311,david achieng,0728-832-187,Runda,Dennis Chebet,0739185296,KDA542H,Mazda,Axela,South C,embakasi,2025-06-05,06:53,30.5,Cash,COMPLETED,1473,4
312,Cynthia Chebet,0740139268,Langata,Elias Cheruiyot,0779736929,KDD693I,Toyota,PREMIO,Ngong Road,Buruburu,2025-03-17,10:01,16.6,M-Pesa,Complete,847,3
313,JOY NYAMBURA,+254733240353,NGONG ROAD,Diana Kamau,0731284168,KDB833G,Toyota,Fielder,Ngong Road,South B,2025-02-11,13:17,6.3,M-Pesa,completed,384,
314,VICTOR KARIUKI,0739420701,Kilimani,Amina Omondi,0734239702, KDA950K ,Honda,Fit,Kasarani,Embakasi,2025-03-28,17:25,-13.1,M-Pesa,Completed,KES 690,3
315,SAMUEL MWANGI,,Buruburu,Brian Kamau,0777194079,KDA950K,Honda,Fit,Karen,Runda,23/05/2025,09:09,16.9,Card,Completed,860,5
316,Faith Mwangi,0717791214,south b,Mercy Wanjiru,0781747623,KDA542H,mazda,AXELA,south c,Runda,17/03/2025,15:47,23.3,card,completed,"KES 1,149",3
317,Mercy Wekesa,0797593711,westlands,David Kiprotich,0749589840,KDC384M,SUBARU,impreza,Runda,SOUTH C,2025-01-06,17:14,7,M-Pesa,COMPLETED,415,5
318,victor wekesa,0766-929-084,Westlands,Brian Mutua,0774860677, KDC384M ,Subaru,impreza,Westlands,CBD,09/01/2025,08:44,16,Card,Completed,820,5
319,brian wanjiru,,kasarani,Hassan Wafula,0716564365, KDB833G ,toyota,Fielder,CBD,Langata,2025-04-24,14:12,17.5,cash,Completed,KES 888,5
320,Kevin Mutua,0759899226,CBD,elias cheruiyot,0779736929,KDE169J,Mazda,Demio,NGONG ROAD,Ngong Road,02/04/2025,11:29,28.3,CASH,Completed,1374,3
321,Faith Kariuki,0793595589,CBD,BRIAN KAMAU,0777194079,KDC384M,SUBARU,Impreza,,Westllands,19/03/25,22:07,27.9,card,cancelled,KES 0,
322,Mercy Barasa,+254766847125,Buruburu,Dennis Chebet,0739185296,kdd693i,Toyota,PREMIO,Kilimmani,ngong road,04-06-2025,18:31,17.7,Card,CANCELLED,0,NULL
323,Victor Wafula,+254777979240,South C,Moses Kariuki,0781-400-181,KDB833G,Toyota,Fielder,Langgata,Langata,2025-01-25,17:31,19.5,Card,Cancelled,0,NULL
324,Victor Kariuki,0739420701,kilimani,Brian Kamau,,KDD693I,Toyota,Premio,Langata,Runda,2025-01-13,07:07,6.3,mpesa,Cancelled,0,
325,Mercy Nyambura,0795540297,Embakasi,Dennis Chebet,0739185296, KDE169J ,mazda,DEMIO,Langata,South B,15/06/2025,10:38,5.6,Card,Cancelled,0,NULL
326,SAMUEL CHERUIYOT,+254744365845,Parklands,Diana Kamau,0731-284-168,KDB560L,TOYOTA,Vitz,LAVINGTON,South B,05/04/2025,17:51,4.9,Cash,Cancelled,KES 0,NULL
327,Felix Achieng,0754759100,South B,moses kariuki,0781400181,KDE501G,Toyota,Wish,Buruburu,Soutth B,2025-04-13,14:12,5.5,cash,Cancelled,KES 0,
328,Mercy Barasa,0766847125,Buruburu,Hassan Wafula,0716564365,KDB560L,Toyota,Vitz,Kasarani,Lavington,2025-01-03,13:49,34,M-Pesa,Cancelled,KES 0,
329,WINNIE WAFULA,0781470948,Lavington,elias cheruiyot,0779736929,KDA542H,Mazda,Axela,buruburu,South B,2025-02-17,16:30,22.8,Card,Cancelled,0,NULL
330,Samuel Omondi,0720576936,Langata,Elias Cheruiyot,+254779736929,KDA496F,toyota,Axio,Kasarani,Ngong Road,2025-02-19,15:04,34.6,mpesa,Cancelled,0,
331,Grace Odhiambo,+254759785686,langata,Elias Cheruiyot,0779-736-929,KDA542H,Mazda,Axela,Langata,SOUTH B,2025-04-07,21:59,27.6,M-Pesa,Cancelled,0,NULL
332,Diana Chebet,0763344725,KASARANI,Dennis Chebet,0739185296,kda950k,honda,fit,WESTLANDS,Parklands,2025-02-25,12:58,22.3,Card,Cancelled,0,
333,victor wafula,0777-979-240,SOUTH C,Amina Omondi,0734239702,KDB560L,TOYOTA,Vitz,Kilimani,WESTLANDS,2025-02-07,11:12,27.7,M-PESA,cancelled,0,NULL
334,IVY NJOROGE,0752847276,Buruburu,Victor Odhiambo,0746693891,KDB560L,TOYOTA,Vitz,Ngong Road,SOUTH B,16/02/2025,15:48,25,M-Pesa,Cancelled,0,NULL
335,Diana Wafula,0738313151,Westlands,Diana Barasa,0713263844,kdd693i,toyota,Premio,Embakasi,BURUBURU,2025-01-13,10:20,18.8,Card,CANCELLED,KES 0,NULL
336,Samuel Cheruiyot,0744365845,PARKLANDS,Diana Kamau,0731284168,KDD693I,toyota,Premio,kilimani,Langata,2025-06-12,17:47,-8.2,M-PESA,Cancelled,KES 0,
337,DIANA CHEBET,0763344725,Kasarani,BRIAN MUTUA,0774860677,KDE169J,Mazda,Demio,NGONG ROAD,Ngong Road,05-23-2025,06:10,33.8,Card,Cancelled,0,NULL
338,SAMUEL CHERUIYOT,0744-365-845,Parklands,DENNIS CHEBET,0739185296,kdc598h,Nissan,Note,South C,Karen,2025-03-09,10:50,19.4,Card,Cancelled,0,
339,James Wafula,,Buruburu,elias cheruiyot,0779736929,KDA542H,Mazda,Axela,Lavington,South B,2025-05-01,15:58,-4.2,mpesa,CANCELLED,0,
340,Mercy Nyambura,0795540297,Embakasi,Hassan Wafula,0716564365,KDE169J,Mazda,Demio,Ngong Road,Langata,12/05/2025,07:36,14.5,m-pesa,Cancelled,0,
341,SAMUEL OMONDI,0720576936,Langata,Diana Barasa,0713-263-844,KDE501G,Toyota,WISH,CBD,Kasarani,2025-01-03,12:21,29.2,M-Pesa,CANCELLED,0,NULL
342,  James Wafula  ,0736895771,BURUBURU,Mercy Wanjiru,,kda496f,TOYOTA,Axio,cbd,South B,12/05/2025,21:02,27.7,M-PESA,cancelled,0,
343,David Achieng,0728832187,runda,HASSAN WAFULA,+254716564365,KDE169J,mazda,demio,Langata,Lavington,04/06/2025,07:58,24.1,m-pesa,Cancelled,KES 0,NULL
344,  Diana Wafula  ,0738313151,Westlands,DIANA BARASA,0713263844, KDA950K ,Honda,fit,Parklands,PARKLANDS,2025-01-09,10:28,15.9,M-Pesa,CANCELLED,0,NULL
345,Brian Otieno,+254797729125,south b,DIANA KAMAU,,kdd156f,Nissan,Advan,LAVINGTON,,2025-06-23,10:35,11.4,Card,cancelled,KES 0,
346,  Samuel Cheruiyot  ,0744365845,Parklands,Diana Barasa,0713263844,KDA496F,toyota,Axio,SOUTH C,Kasarrani,01/02/25,07:12,15.6,mpesa,cancelled,KES 0,
347,  Samuel Omondi  ,+254720576936,Langata,HASSAN WAFULA,0716564365,KDE501G,toyota,Wish,Parklands,cbd,2025-06-23,10:35,24.5,Cash,Cancelled,0,
348,David Achieng,0728-832-187,Runda,DIANA KAMAU,+254731284168,KDE169J,Mazda,Demio,CBD,Kilimmani,16/01/2025,10:37,18.3,Card,CANCELLED,KES 0,
349,Mercy Barasa,0766847125,buruburu,HASSAN WAFULA,0716564365,kda496f,TOYOTA,AXIO,Kasarani,embakasi,03-02-2025,13:06,17.9,CARD,CANCELLED,0,NULL
350,JAMES WAFULA,0736895771,Burubburu,Dennis Chebet,0739185296,kda496f,Toyota,Axio,Kilimani,,2025-04-14,09:23,12.4,Cash,Cancelled,KES 0,NULL
351,  Samuel Mwangi  ,0765-635-406,BURUBURU,Dennis Chebet,0739185296,KDE501G,Toyota,Wish,Buruburu,langata,02/01/25,06:04,25.4,m-pesa,CANCELLED,0,NULL
352,Hassan Wafula,0736980151,Langata,Elias Cheruiyot,0779736929,KDA496F,Toyota,axio,Westlands,NGONG ROAD,01-25-2025,20:09,21.8,Card,Cancelled,0,NULL
353,Victor Wafula,0777979240,South C,Brian Kamau,0777194079,kde169j,Mazda,Demio,buruburu,Buruburu,19/01/2025,21:54,17.9,cash,CANCELLED,0,
354,Ivy Wanjiru,+254716748321,Runda,Brian Kamau,, KDA496F ,Toyota,Axio,,Parklands,2025-05-13,22:24,-29.9,Card,Cancelled,0,NULL
355,Victor Wafula,0777979240,South C,  Amina Omondi  ,0734-239-702, KDD156F ,Nissan,Advan,Runda,SOUTH B,15/06/2025,19:06,10.9,M-Pesa,Cancelled,KES 0,NULL
356,Joy Nyambura,0733240353,Ngong Road,ELIAS CHERUIYOT,0779736929,kdc598h,Nissan,Note,South C,Embakasi,2025-03-05,14:54,18.3,M-Pesa,CANCELLED,0,
357,Kevin Mutua,+254759899226,CBD,hassan wafula,0716564365,KDD693I,Toyota,Premio,Lavington,Embakasi,2025-02-13,07:41,-35,mpesa,cancelled,0,
358,Felix Achieng,0754-759-100,SOUTH B,Hassan Wafula,0716-564-365,KDC598H,Nissan,Note,Karen,kasarani,14/06/2025,18:00,15.2,Cash,cancelled,0,NULL
359,Felix Wafula,0752-573-081,Karen,Elias Cheruiyot,+254779736929,kde169j,Mazda,Demio,cbd,South B,02-08-2025,19:51,7.6,CASH,CANCELLED,0,
360,James Wafula,0736-895-771,Buruburu,  Moses Omondi  ,0753618087,KDB560L,Toyota,Vitz,Parkllands,South C,17/05/25,22:25,8.6,M-Pesa,Cancelled,0,
361,Victor Wafula,,South C,Diana Barasa,0713263844,kde169j,Mazda,Demio,CBD,lavington,2025-06-18,08:43,8.9,Cash,cancelled,0,
362,FELIX WEKESA,0735584587,,Brian Otieno,0744810301,KDC384M,Subaru,Impreza,Lavington,Kasarani,2025-02-08,14:40,28,CASH,cancelled,0,
363,Mercy Barasa,0766847125,Buruburu,amina omondi,0734239702,kdd156f,Nissan,Advan,Kilimani,,27/01/2025,12:37,34.8,Cash,cancelled,KES 0,
364,Samuel Mwangi,+254765635406,Buruburu,Brian Otieno,+254744810301,KDA496F,Toyota,Axio,Langgata,CBD,2025-04-22,08:23,24.5,M-PESA,Cancelled,0,NULL
365,David Achieng,0728832187,Runda,David Kiprotich,0749589840, KDD693I ,Toyota,Premio,LANGATA,Embakasi,02/02/25,21:28,12.7,M-Pesa,Cancelled,0,NULL
366,Hassan Wafula,0736980151,Langgata,diana barasa,0713263844,KDB560L,Toyota,Vitz,Kilimmani,SOUTH B,2025-02-19,08:48,7.4,M-Pesa,Cancelled,0,
367,Faith Mwangi,+254717791214,South B,Amina Omondi,0734-239-702,KDE501G,Toyota,Wish,karen,South B,2025-03-22,17:42,16.2,M-Pesa,cancelled,0,
368,brian otieno,0797-729-125,south b,Moses Kariuki,0781400181,KDD156F,Nissan,Advan,CBD,South C,2025-02-18,18:30,6.4,M-Pesa,Cancelled,KES 0,
369,faith mwangi,,South B,Hassan Wafula,0716-564-365,kdd693i,Toyota,premio,Buruburu,KILIMANI,26/05/2025,15:31,14.1,M-Pesa,No-Show,0,NULL
370,Kevin Mutua,0759899226,CBD,Moses Omondi,0753618087,KDB833G,Toyota,Fielder,Runda,,01/04/25,14:35,31.7,Cash,No-Show,KES 0,NULL
371,Cynthia Chebet,0740139268,Langata,Victor Odhiambo,0746693891,KDA496F,Toyota,Axio,Embakasi,Kilimani,06-24-2025,15:11,18.7,m-pesa,No-Show,0,
372,Mercy Nyambura,0795540297,Embakasi,Brian Mutua,0774-860-677,KDB833G,Toyota,FIELDER,South B,Runda,2025-01-20,10:05,19.9,M-Pesa,No-Show,0,
373,Diana Chebet,0763344725,Kasarani,david kiprotich,,kdb833g,Toyota,Fielder,Westlands,CBD,17/04/2025,16:15,19.7,Cash,No-Show,0,
374,HASSAN WAFULA,0736980151,langata,Brian Otieno,0744-810-301,KDC598H,NISSAN,Note,Buruburu,Runda,2025-05-14,12:41,15.3,CASH,No-Show,KES 0,NULL
375,Ivy Wanjiru,0716748321,Runda,moses omondi,0753-618-087,KDB560L,Toyota,Vitz,Runda,Kasarani,2025-03-04,09:57,10.2,Card,no-show,KES 0,NULL
376,Cynthia Mwangi,0725121694,langata,Brian Otieno,0744810301,KDB833G,Toyota,fielder,ngong road,Lavington,2025-04-15,09:27,34.3,CARD,No Show,KES 0,NULL
377,FELIX ACHIENG,0754759100,South B,Hassan Wafula,0716-564-365,KDD156F,NISSAN,Advan,Runda,south c,2025-01-16,18:35,23.6,card,No-Show,0,NULL
378,Diana Chebet,0763-344-725,Kasarrani,DENNIS CHEBET,0739185296,KDE501G,Toyota,Wish,Westlands,Kasarani,2025-05-05,10:09,4.7,cash,no-show,0,NULL
379,Faith Mwangi,0717-791-214,Soutth B,AMINA OMONDI,0734-239-702,KDD693I,Toyota,Premio,CBD,Parklands,28/06/2025,13:47,20.2,M-Pesa,No-Show,0,
380,Samuel Mwangi,0765635406,Buruburu,Brian Mutua,0774860677,KDA496F,Toyota,Axio,westlands,Runda,2025-01-03,12:05,27.7,M-Pesa,No-Show,0,NULL
381,Joy Nyambura,,Ngong Road,Elias Cheruiyot,0779736929,KDE169J,Mazda,Demio,Karen,CBD,2025-03-25,19:55,20.1,Cash,NO-SHOW,KES 0,
382,BRIAN WANJIRU,0784844636,Kasarrani,Elias Cheruiyot,0779736929,KDA542H,Mazda,Axela,PARKLANDS,Runnda,05/01/2025,17:31,18,m-pesa,NO-SHOW,0,NULL
383,Victor Wafula,0777979240,South C,MERCY WANJIRU,,kde501g,Toyota,Wish,Buruburu,RUNDA,09/05/25,09:03,7.8,M-PESA,No Show,KES 0,NULL
384,Hassan Wafula,0736980151,Langata,Moses Omondi,0753618087, KDB560L ,Toyota,Vitz,south c,Embakasi,2025-06-17,12:50,30.6,M-Pesa,NO-SHOW,0,
385,Mercy Wekesa,0797-593-711,,Mercy Wanjiru,+254781747623,KDA542H,Mazda,axela,South C,ngong road,03-28-2025,17:32,3.3,Cash,No Show,KES 0,NULL
386,Brian Otieno,0797729125,SOUTH B,Moses Kariuki,0781400181,KDC598H,Nissan,Note,,,05-11-2025,06:38,24.7,Cash,No-Show,0,NULL
387,cynthia mwangi,+254725121694,Langata,Amina Omondi,0734239702,KDE169J,Mazda,demio,KILIMANI,CBD,2025-03-28,19:40,10.9,CARD,No-Show,KES 0,NULL
388,CYNTHIA MWANGI,0725121694,Langata,Diana Kamau,0731284168,KDE501G,Toyota,Wish,Runda,Karen,2025-04-04,16:05,23.7,Cash,No-Show,KES 0,
389,Winnie Wafula,0781470948,Lavington,Dennis Chebet,0739185296,KDE169J,Mazda,DEMIO,South B,Kasarani,2025-05-07,06:15,33.1,M-Pesa,No-Show,0,
390,  David Achieng  ,+254728832187,runda,BRIAN KAMAU,0777194079,KDD693I,TOYOTA,Premio,Runda,CBD,12/06/2025,22:49,25.3,Cash,No-Show,0,NULL
391,Cynthia Mwangi,+254725121694,Langata,Amina Omondi,0734-239-702,KDA542H,Mazda,axela,NGONG ROAD,Soutth B,2025-02-01,09:24,19.5,M-Pesa,No-Show,0,NULL
392,Samuel Mwangi,0765635406,buruburu,Brian Otieno,0744810301,kdc384m,subaru,Impreza,Karen,Parklands,27/04/2025,20:08,20.4,M-Pesa,no-show,KES 0,NULL
393,  Ivy Wanjiru  ,+254716748321,Runda,BRIAN KAMAU,0777194079, KDC598H ,Nissan,Note,Parklands,LANGATA,2025-03-26,10:15,7.4,CARD,No Show,KES 0,
394,David Achieng,0728832187,runda,Brian Mutua,0774-860-677,KDA542H,MAZDA,Axela,Westllands,South C,19/05/2025,21:32,4.9,Cash,No-Show,0,NULL
395,Brian Wanjiru,0784-844-636,Kasarani,MOSES OMONDI,0753618087,KDC598H,nissan,Note,Langata,Westlands,12/04/25,15:41,23.4,Card,No-Show,KES 0,NULL
396,SAMUEL OMONDI,0720576936,Langata,Hassan Wafula,0716564365,KDC384M,subaru,Impreza,kilimani,Parklands,2025-03-16,08:23,5.1,cash,no-show,0,NULL
397,Brian Otieno,0797729125,South B,  Hassan Wafula  ,0716564365,KDA950K,Honda,FIT,Langata,embakasi,06/03/2025,06:49,33.8,M-PESA,no-show,0,NULL
398,Brian Otieno,0797-729-125,South B,david kiprotich,0749589840, KDA496F ,Toyota,Axio,Langata,Buruburu,06-23-2025,13:29,11.4,M-Pesa,No-Show,0,
399,  Victor Wekesa  ,0766929084,Westlands,hassan wafula,,kdc384m,Subaru,Impreza,Lavington,Embakasi,2025-05-01,21:10,5.9,CASH,No-Show,0,
400,Victor Wekesa,+254766929084,Westlands,  Brian Kamau  ,+254777194079,KDD156F,NISSAN,Advan,Karen,Westlands,19/01/25,22:11,2.6,Card,NO-SHOW,0,NULL
11,mercy wekesa,,WESTLANDS,DAVID KIPROTICH,0749-589-840,KDD156F,Nissan,Advan,Karen,Kasarani,03-22-2025,07:39,20.8,Card,completed,1036,4
46,Brian Wanjiru,0784844636,KASARANI,Victor Odhiambo,0746-693-891,KDA950K,HONDA,fit,Buruburu,Embakasi,2025-04-06,15:15,28.3,cash,COMPLETED,1374,3
79,Mercy Barasa,0766847125,BURUBURU,Moses Kariuki,0781400181, KDC598H ,nissan,note,Embakasi,Lavington,02-07-2025,14:31,15.4,CASH,completed,KES 793,4
91,DIANA WAFULA,,Westlands,Amina Omondi,0734239702,KDA950K,honda,Fit,Runda,Ngong Road,02-17-2025,22:16,15.7,CARD,Completed,807,3
112,James Wafula,+254736895771,,Dennis Chebet,0739185296,KDC598H,Nissan,Note,Westlands,Embakasi,2025-02-05,16:54,5,Cash,completed,KES 325,5
131,faith kariuki,0793-595-589,CBD,David Kiprotich,0749-589-840,KDC598H,nissan,Note,Parklands,South B,2025-04-01,12:57,19.5,CARD,Completed,978,6
